Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
Un,NW_019211457.1,40212987,40213991,+,111249769,LOC111249769,-,XP_022659800.1,334,uncharacterized protein LOC111249769
Un,NW_019211457.1,40286706,40291708,+,111249895,LOC111249895,-,XP_022660090.1,144,uncharacterized protein LOC111249895 isoform X1
Un,NW_019211457.1,40286706,40291708,+,111249895,LOC111249895,-,XP_022660091.1,144,uncharacterized protein LOC111249895 isoform X1
Un,NW_019211457.1,40286706,40291708,+,111249895,LOC111249895,-,XP_022660092.1,144,uncharacterized protein LOC111249895 isoform X1
Un,NW_019211457.1,40286706,40291682,+,111249895,LOC111249895,-,XP_022660095.1,105,uncharacterized protein LOC111249895 isoform X3
Un,NW_019211457.1,40287395,40291708,+,111249895,LOC111249895,-,XP_022660093.1,113,uncharacterized protein LOC111249895 isoform X2
Un,NW_019211457.1,40313642,40318644,-,111249246,LOC111249246,-,XP_022658585.1,144,uncharacterized protein LOC111249246 isoform X1
Un,NW_019211457.1,40313642,40318644,-,111249246,LOC111249246,-,XP_022658586.1,144,uncharacterized protein LOC111249246 isoform X1
Un,NW_019211457.1,40313642,40318644,-,111249246,LOC111249246,-,XP_022658587.1,144,uncharacterized protein LOC111249246 isoform X1
Un,NW_019211457.1,40313642,40318644,-,111249246,LOC111249246,-,XP_022658588.1,144,uncharacterized protein LOC111249246 isoform X1
Un,NW_019211457.1,40313642,40317955,-,111249246,LOC111249246,-,XP_022658589.1,113,uncharacterized protein LOC111249246 isoform X2
Un,NW_019211456.1,15419593,15424647,+,111248016,LOC111248016,-,XP_022655432.1,507,zinc finger protein 391-like
Un,NW_019211456.1,15419593,15424647,+,111248016,LOC111248016,-,XP_022655433.1,507,zinc finger protein 391-like
Un,NW_019211456.1,15435283,15498800,-,111247709,LOC111247709,-,XP_022654701.1,720,calcitonin receptor-like
Un,NW_019211456.1,15510029,15528193,-,111247573,LOC111247573,-,XP_022654403.1,621,O-acyltransferase like protein-like
Un,NW_019211456.1,15535022,15541876,+,111247148,LOC111247148,-,XP_022653497.1,281,uncharacterized protein LOC111247148
Un,NW_019211456.1,15584091,15599207,+,111247147,LOC111247147,-,XP_022653496.1,319,testis-specific serine/threonine-protein kinase 3-like isoform X2
Un,NW_019211456.1,15584091,15588392,+,111247147,LOC111247147,-,XP_022653495.1,326,testis-specific serine/threonine-protein kinase 3-like isoform X1
Un,NW_019211456.1,15729347,15730148,-,111246433,LOC111246433,-,XP_022651743.1,139,N66 matrix protein-like
Un,NW_019211456.1,15838191,15861187,-,111247569,LOC111247569,-,XP_022654397.1,540,chondroadherin-like
Un,NW_019211456.1,15931630,15936768,-,111247563,LOC111247563,-,XP_022654376.1,397,troponin T-like
Un,NW_019211456.1,15961695,15965655,-,111247217,LOC111247217,-,XP_022653615.1,108,uncharacterized protein LOC111247217
Un,NW_019211456.1,15980172,15984137,-,111246951,LOC111246951,-,XP_022653123.1,926,DNA ligase 1-like
Un,NW_019211456.1,15985301,15987957,+,111246952,LOC111246952,-,XP_022653124.1,362,U5 small nuclear ribonucleoprotein 40 kDa protein-like
Un,NW_019211456.1,15985301,15987957,+,111246952,LOC111246952,-,XP_022653126.1,362,U5 small nuclear ribonucleoprotein 40 kDa protein-like
Un,NW_019211456.1,15985301,15987957,+,111246952,LOC111246952,-,XP_022653127.1,362,U5 small nuclear ribonucleoprotein 40 kDa protein-like
Un,NW_019211456.1,15985301,15987957,+,111246952,LOC111246952,-,XP_022653128.1,362,U5 small nuclear ribonucleoprotein 40 kDa protein-like
Un,NW_019211456.1,15985301,15987957,+,111246952,LOC111246952,-,XP_022653129.1,362,U5 small nuclear ribonucleoprotein 40 kDa protein-like
Un,NW_019211456.1,16004098,16114458,+,111246162,LOC111246162,-,XP_022651029.1,437,glycine receptor subunit alpha-2-like isoform X1
Un,NW_019211456.1,16004098,16110089,+,111246162,LOC111246162,-,XP_022651030.1,420,glycine receptor subunit alpha-3-like isoform X2
Un,NW_019211456.1,16004098,16107455,+,111246162,LOC111246162,-,XP_022651033.1,377,glycine receptor subunit alpha-3-like isoform X4
Un,NW_019211456.1,16058783,16059634,+,111246165,LOC111246165,-,XP_022651037.1,141,uncharacterized protein LOC111246165
Un,NW_019211456.1,16081537,16114458,+,111246162,LOC111246162,-,XP_022651031.1,392,glycine receptor subunit alpha-2-like isoform X3
Un,NW_019211456.1,16081537,16114458,+,111246162,LOC111246162,-,XP_022651032.1,392,glycine receptor subunit alpha-2-like isoform X3
Un,NW_019211456.1,16095306,16114458,+,111246162,LOC111246162,-,XP_022651034.1,356,glycine receptor subunit alpha-2-like isoform X5
Un,NW_019211456.1,16095306,16114458,+,111246162,LOC111246162,-,XP_022651035.1,356,glycine receptor subunit alpha-2-like isoform X5
Un,NW_019211456.1,16125184,16127107,-,111247438,LOC111247438,-,XP_022654082.1,276,uncharacterized protein LOC111247438
Un,NW_019211456.1,16136664,16137524,+,111248019,LOC111248019,-,XP_022655437.1,126,histidine triad nucleotide-binding protein 1-like
Un,NW_019211456.1,16146671,16149175,-,111247474,LOC111247474,-,XP_022654149.1,834,programmed cell death 6-interacting protein-like
Un,NW_019211456.1,16149935,16154043,+,111246828,LOC111246828,-,XP_022652807.1,176,28 kDa heat- and acid-stable phosphoprotein-like
Un,NW_019211456.1,16152754,16173221,-,111246827,LOC111246827,-,XP_022652804.1,722,uncharacterized protein LOC111246827 isoform X1
Un,NW_019211456.1,16170925,16173221,-,111246827,LOC111246827,-,XP_022652805.1,699,uncharacterized protein LOC111246827 isoform X2
Un,NW_019211456.1,16186402,16194134,+,111247914,LOC111247914,-,XP_022655195.1,481,uncharacterized protein LOC111247914
Un,NW_019211456.1,16206374,16226172,+,111246855,LOC111246855,-,XP_022652890.1,374,receptor expression-enhancing protein 2-like isoform X2
Un,NW_019211456.1,16206374,16226172,+,111246855,LOC111246855,-,XP_022652891.1,374,receptor expression-enhancing protein 2-like isoform X2
Un,NW_019211456.1,16206374,16226172,+,111246855,LOC111246855,-,XP_022652893.1,326,uncharacterized protein T19C3.4-like isoform X4
Un,NW_019211456.1,16206374,16224438,+,111246855,LOC111246855,-,XP_022652888.1,406,receptor expression-enhancing protein 2-like isoform X1
Un,NW_019211457.1,11758001,11764123,+,111249714,LOC111249714,-,XP_022659681.1,392,NAD(P)H-hydrate epimerase-like isoform X1
Un,NW_019211457.1,11758001,11764123,+,111249714,LOC111249714,-,XP_022659682.1,392,NAD(P)H-hydrate epimerase-like isoform X1
Un,NW_019211457.1,11758001,11764123,+,111249714,LOC111249714,-,XP_022659686.1,357,NAD(P)H-hydrate epimerase-like isoform X3
Un,NW_019211457.1,11761172,11764123,+,111249714,LOC111249714,-,XP_022659684.1,375,NAD(P)H-hydrate epimerase-like isoform X2
Un,NW_019211457.1,11761172,11764123,+,111249714,LOC111249714,-,XP_022659685.1,375,NAD(P)H-hydrate epimerase-like isoform X2
Un,NW_019211457.1,11762242,11764123,+,111249714,LOC111249714,-,XP_022659687.1,258,NAD(P)H-hydrate epimerase-like isoform X4
Un,NW_019211457.1,11772752,11841329,-,111249659,LOC111249659,-,XP_022659538.1,432,uncharacterized protein LOC111249659 isoform X2
Un,NW_019211457.1,11772752,11810016,-,111249659,LOC111249659,-,XP_022659536.1,451,uncharacterized protein LOC111249659 isoform X1
Un,NW_019211457.1,11772752,11810016,-,111249659,LOC111249659,-,XP_022659537.1,451,uncharacterized protein LOC111249659 isoform X1
Un,NW_019211457.1,11772752,11779911,-,111249659,LOC111249659,-,XP_022659542.1,390,uncharacterized protein LOC111249659 isoform X4
Un,NW_019211457.1,11772752,11779911,-,111249659,LOC111249659,-,XP_022659543.1,390,uncharacterized protein LOC111249659 isoform X4
Un,NW_019211457.1,11772752,11779911,-,111249659,LOC111249659,-,XP_022659544.1,390,uncharacterized protein LOC111249659 isoform X4
Un,NW_019211457.1,11773068,11810016,-,111249659,LOC111249659,-,XP_022659547.1,361,uncharacterized protein LOC111249659 isoform X7
Un,NW_019211457.1,11773215,11810016,-,111249659,LOC111249659,-,XP_022659539.1,419,uncharacterized protein LOC111249659 isoform X3
Un,NW_019211457.1,11773215,11810016,-,111249659,LOC111249659,-,XP_022659540.1,419,uncharacterized protein LOC111249659 isoform X3
Un,NW_019211457.1,11773328,11810016,-,111249659,LOC111249659,-,XP_022659546.1,366,uncharacterized protein LOC111249659 isoform X6
Un,NW_019211457.1,11773516,11810016,-,111249659,LOC111249659,-,XP_022659545.1,367,uncharacterized protein LOC111249659 isoform X5
Un,NW_019211457.1,11773533,11810016,-,111249659,LOC111249659,-,XP_022659548.1,346,uncharacterized protein LOC111249659 isoform X8
Un,NW_019211457.1,11836415,11842317,+,111249658,LOC111249658,-,XP_022659534.1,1465,uncharacterized protein LOC111249658
Un,NW_019211457.1,11836415,11842317,+,111249658,LOC111249658,-,XP_022659535.1,1465,uncharacterized protein LOC111249658
Un,NW_019211457.1,11847234,11853292,+,111249357,LOC111249357,-,XP_022658870.1,216,NEDD8-conjugating enzyme UBE2F-like isoform X1
Un,NW_019211457.1,11848212,11853292,+,111249357,LOC111249357,-,XP_022658871.1,200,NEDD8-conjugating enzyme UBE2F-like isoform X2
Un,NW_019211457.1,11856735,11879052,-,111249356,LOC111249356,-,XP_022658868.1,493,uncharacterized protein LOC111249356 isoform X2
Un,NW_019211457.1,11856735,11879052,-,111249356,LOC111249356,-,XP_022658869.1,466,uncharacterized protein LOC111249356 isoform X3
Un,NW_019211457.1,11856735,11879052,-,111249356,LOC111249356,-,XP_022658867.1,494,uncharacterized protein LOC111249356 isoform X1
Un,NW_019211457.1,11897362,11907544,-,111249065,LOC111249065,-,XP_022658125.1,863,chromosome transmission fidelity protein 18 homolog isoform X2
Un,NW_019211457.1,11897362,11907544,-,111249065,LOC111249065,-,XP_022658122.1,864,chromosome transmission fidelity protein 18 homolog isoform X1
Un,NW_019211457.1,11897362,11907544,-,111249065,LOC111249065,-,XP_022658123.1,864,chromosome transmission fidelity protein 18 homolog isoform X1
Un,NW_019211457.1,11897362,11907544,-,111249065,LOC111249065,-,XP_022658124.1,864,chromosome transmission fidelity protein 18 homolog isoform X1
Un,NW_019211457.1,11897362,11906714,-,111249065,LOC111249065,-,XP_022658126.1,774,chromosome transmission fidelity protein 18 homolog isoform X3
Un,NW_019211457.1,11910670,11921589,-,111249064,LOC111249064,-,XP_022658120.1,1254,uncharacterized protein LOC111249064
Un,NW_019211457.1,11910670,11921589,-,111249064,LOC111249064,-,XP_022658121.1,1254,uncharacterized protein LOC111249064
Un,NW_019211457.1,11956444,11968591,+,111250140,LOC111250140,-,XP_022660646.1,864,osmotic avoidance abnormal protein 3-like isoform X1
Un,NW_019211457.1,11956444,11968591,+,111250140,LOC111250140,-,XP_022660647.1,827,osmotic avoidance abnormal protein 3-like isoform X2
Un,NW_019211457.1,11974974,11978320,-,111249277,LOC111249277,-,XP_022658645.1,586,ADAM 17-like protease isoform X2
Un,NW_019211456.1,40332427,40336974,+,111248362,LOC111248362,-,XP_022656302.1,307,"delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial-like"
Un,NW_019211456.1,40345264,40351438,-,111246569,LOC111246569,-,XP_022652116.1,681,uncharacterized protein LOC111246569
Un,NW_019211456.1,40353202,40354239,-,111247018,LOC111247018,-,XP_022653269.1,214,superoxide dismutase
Un,NW_019211456.1,40354932,40357625,+,111247016,LOC111247016,-,XP_022653268.1,296,proteasome inhibitor PI31 subunit-like
Un,NW_019211456.1,40361120,40363168,+,111247015,LOC111247015,-,XP_022653265.1,298,TATA-box-binding protein-like isoform X1
Un,NW_019211456.1,40361120,40363168,+,111247015,LOC111247015,-,XP_022653266.1,297,TATA-box-binding protein-like isoform X2
Un,NW_019211456.1,40361265,40363168,+,111247015,LOC111247015,-,XP_022653267.1,245,TATA-box-binding protein-like isoform X3
Un,NW_019211456.1,40399944,40414896,-,111246948,LOC111246948,-,XP_022653113.1,862,uncharacterized protein LOC111246948 isoform X3
Un,NW_019211456.1,40399944,40414896,-,111246948,LOC111246948,-,XP_022653115.1,854,uncharacterized protein LOC111246948 isoform X5
Un,NW_019211456.1,40399944,40414896,-,111246948,LOC111246948,-,XP_022653118.1,815,uncharacterized protein LOC111246948 isoform X7
Un,NW_019211456.1,40399944,40414896,-,111246948,LOC111246948,-,XP_022653112.1,864,uncharacterized protein LOC111246948 isoform X2
Un,NW_019211456.1,40399944,40414896,-,111246948,LOC111246948,-,XP_022653117.1,820,uncharacterized protein LOC111246948 isoform X6
Un,NW_019211456.1,40399944,40414896,-,111246948,LOC111246948,-,XP_022653114.1,860,uncharacterized protein LOC111246948 isoform X4
Un,NW_019211456.1,40399944,40414896,-,111246948,LOC111246948,-,XP_022653110.1,869,uncharacterized protein LOC111246948 isoform X1
Un,NW_019211456.1,40399944,40414896,-,111246948,LOC111246948,-,XP_022653111.1,869,uncharacterized protein LOC111246948 isoform X1
Un,NW_019211456.1,40400969,40414896,-,111246948,LOC111246948,-,XP_022653119.1,680,uncharacterized protein LOC111246948 isoform X8
Un,NW_019211456.1,40441041,40442960,-,111247295,LOC111247295,-,XP_022653765.1,639,beta-galactosidase-like
Un,NW_019211456.1,40441041,40442960,-,111247295,LOC111247295,-,XP_022653766.1,639,beta-galactosidase-like
Un,NW_019211456.1,40605977,40607040,-,111247448,LOC111247448,-,XP_022654093.1,166,uncharacterized protein LOC111247448
Un,NW_019211456.1,40613937,40614820,-,111247166,LOC111247166,-,XP_022653529.1,149,cuticle protein 14-like
Un,NW_019211456.1,40625762,40670394,-,111247626,LOC111247626,-,XP_022654543.1,694,uncharacterized protein LOC111247626 isoform X3
Un,NW_019211456.1,40652964,40670394,-,111247626,LOC111247626,-,XP_022654544.1,675,uncharacterized protein LOC111247626 isoform X4
Un,NW_019211456.1,40653544,40670394,-,111247626,LOC111247626,-,XP_022654541.1,714,uncharacterized protein LOC111247626 isoform X1
Un,NW_019211456.1,40653833,40670394,-,111247626,LOC111247626,-,XP_022654542.1,702,uncharacterized protein LOC111247626 isoform X2
Un,NW_019211456.1,40728417,40731452,-,111248188,LOC111248188,-,XP_022655810.1,404,"alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase-like"
Un,NW_019211456.1,40747036,40782157,+,111247278,LOC111247278,-,XP_022653729.1,777,serine/threonine-protein phosphatase 2A regulatory subunit B\\'\\' subunit beta-like
Un,NW_019211456.1,40805568,40826000,+,111247209,LOC111247209,-,XP_022653607.1,1043,heat shock protein DDB_G0288861-like isoform X1
Un,NW_019211456.1,40805568,40826000,+,111247209,LOC111247209,-,XP_022653608.1,1043,heat shock protein DDB_G0288861-like isoform X1
Un,NW_019211456.1,40806164,40826000,+,111247209,LOC111247209,-,XP_022653609.1,1014,heat shock protein DDB_G0288861-like isoform X2
Un,NW_019211456.1,40863150,40887590,+,111247328,LOC111247328,-,XP_022653847.1,1011,dual serine/threonine and tyrosine protein kinase-like isoform X3
Un,NW_019211456.1,40870620,40887590,+,111247328,LOC111247328,-,XP_022653846.1,1021,dual serine/threonine and tyrosine protein kinase-like isoform X2
Un,NW_019211456.1,40876862,40887590,+,111247328,LOC111247328,-,XP_022653848.1,1010,dual serine/threonine and tyrosine protein kinase-like isoform X4
Un,NW_019211456.1,40881005,40887590,+,111247328,LOC111247328,-,XP_022653844.1,1031,dual serine/threonine and tyrosine protein kinase-like isoform X1
Un,NW_019211456.1,40881005,40887590,+,111247328,LOC111247328,-,XP_022653845.1,1031,dual serine/threonine and tyrosine protein kinase-like isoform X1
Un,NW_019211456.1,40881391,40887590,+,111247328,LOC111247328,-,XP_022653850.1,994,dual serine/threonine and tyrosine protein kinase-like isoform X5
Un,NW_019211457.1,40313668,40318644,-,111249246,LOC111249246,-,XP_022658590.1,105,uncharacterized protein LOC111249246 isoform X3
Un,NW_019211457.1,40335497,40343311,-,111249245,LOC111249245,-,XP_022658584.1,414,uncharacterized protein LOC111249245
Un,NW_019211457.1,40374118,40379538,-,111250144,LOC111250144,-,XP_022660656.1,166,uncharacterized protein LOC111250144
Un,NW_019211457.1,40396167,40397099,-,111249466,LOC111249466,-,XP_022659092.1,310,uncharacterized protein LOC111249466
Un,NW_019211457.1,40398194,40399087,-,111249565,LOC111249565,-,XP_022659314.1,297,uncharacterized protein LOC111249565
Un,NW_019211457.1,40403841,40404764,-,111249576,LOC111249576,-,XP_022659326.1,307,uncharacterized protein LOC111249576
Un,NW_019211457.1,40406204,40407097,-,111249372,LOC111249372,-,XP_022658897.1,297,uncharacterized protein LOC111249372
Un,NW_019211457.1,40426007,40433187,+,111250134,LOC111250134,-,XP_022660628.1,539,organic cation transporter protein-like isoform X1
Un,NW_019211457.1,40428422,40433187,+,111250134,LOC111250134,-,XP_022660629.1,479,organic cation transporter protein-like isoform X2
Un,NW_019211457.1,40456901,40458929,-,111249971,LOC111249971,-,XP_022660218.1,382,"tetratricopeptide repeat protein 19 homolog, mitochondrial-like"
Un,NW_019211457.1,40459370,40461427,+,111249972,LOC111249972,-,XP_022660219.1,374,protein SDE2 homolog
Un,NW_019211457.1,40469617,40521318,-,111250494,LOC111250494,-,XP_022661594.1,1011,catenin delta-2-like isoform X4
Un,NW_019211457.1,40469617,40521318,-,111250494,LOC111250494,-,XP_022661593.1,1025,catenin delta-2-like isoform X3
Un,NW_019211457.1,40469617,40521318,-,111250494,LOC111250494,-,XP_022661592.1,1036,catenin delta-2-like isoform X2
Un,NW_019211457.1,40469617,40521318,-,111250494,LOC111250494,-,XP_022661586.1,1050,catenin delta-2-like isoform X1
Un,NW_019211457.1,40469617,40521318,-,111250494,LOC111250494,-,XP_022661587.1,1050,catenin delta-2-like isoform X1
Un,NW_019211457.1,40469617,40521318,-,111250494,LOC111250494,-,XP_022661588.1,1050,catenin delta-2-like isoform X1
Un,NW_019211457.1,40469617,40521318,-,111250494,LOC111250494,-,XP_022661589.1,1050,catenin delta-2-like isoform X1
Un,NW_019211457.1,40469617,40521318,-,111250494,LOC111250494,-,XP_022661590.1,1050,catenin delta-2-like isoform X1
Un,NW_019211457.1,40469617,40521318,-,111250494,LOC111250494,-,XP_022661591.1,1050,catenin delta-2-like isoform X1
Un,NW_019211457.1,40469617,40475077,-,111250494,LOC111250494,-,XP_022661595.1,872,catenin delta-2-like isoform X5
Un,NW_019211457.1,40469617,40475077,-,111250494,LOC111250494,-,XP_022661596.1,872,catenin delta-2-like isoform X5
Un,NW_019211457.1,40469617,40475077,-,111250494,LOC111250494,-,XP_022661597.1,872,catenin delta-2-like isoform X5
Un,NW_019211457.1,40575717,40578964,-,111250087,LOC111250087,-,XP_022660497.1,398,"39S ribosomal protein L1, mitochondrial-like"
Un,NW_019211457.1,40596512,40604165,+,111249254,LOC111249254,-,XP_022658599.1,556,putative phospholipase B-like 2 isoform X1
Un,NW_019211457.1,40596512,40604165,+,111249254,LOC111249254,-,XP_022658600.1,556,putative phospholipase B-like 2 isoform X1
Un,NW_019211457.1,40597327,40604165,+,111249254,LOC111249254,-,XP_022658601.1,507,putative phospholipase B-like 2 isoform X2
Un,NW_019211457.1,40643141,40644268,+,111248580,LOC111248580,-,XP_022656860.1,375,"actin, cytoplasmic 3-like"
Un,NW_019211457.1,40751760,40752851,+,111249476,LOC111249476,-,XP_022659115.1,111,glycine-rich cell wall structural protein 1.0-like
Un,NW_019211457.1,40770480,40776721,+,111249068,LOC111249068,-,XP_022658133.1,594,zinc finger protein 236-like
Un,NW_019211457.1,40783852,40784769,+,111249069,LOC111249069,-,XP_022658134.1,305,zinc finger protein 835-like
Un,NW_019211457.1,41004176,41152201,-,111250507,LOC111250507,-,XP_022661618.1,1881,Down syndrome cell adhesion molecule-like protein Dscam2 isoform X8
Un,NW_019211457.1,41004176,41152201,-,111250507,LOC111250507,-,XP_022661611.1,1953,Down syndrome cell adhesion molecule-like protein Dscam2 isoform X2
Un,NW_019211457.1,41004176,41152201,-,111250507,LOC111250507,-,XP_022661619.1,1759,Down syndrome cell adhesion molecule-like protein Dscam2 isoform X9
Un,NW_019211457.1,41004176,41152201,-,111250507,LOC111250507,-,XP_022661617.1,1892,Down syndrome cell adhesion molecule-like protein Dscam2 isoform X7
Un,NW_019211457.1,41004176,41152201,-,111250507,LOC111250507,-,XP_022661615.1,1939,Down syndrome cell adhesion molecule-like protein Dscam2 isoform X5
Un,NW_019211457.1,41004176,41152201,-,111250507,LOC111250507,-,XP_022661612.1,1950,Down syndrome cell adhesion molecule-like protein Dscam2 isoform X3
Un,NW_019211456.1,16206374,16224438,+,111246855,LOC111246855,-,XP_022652889.1,406,receptor expression-enhancing protein 2-like isoform X1
Un,NW_019211456.1,16206374,16224438,+,111246855,LOC111246855,-,XP_022652892.1,358,receptor expression-enhancing protein 2-like isoform X3
Un,NW_019211456.1,16277494,16312739,+,111247174,LOC111247174,-,XP_022653547.1,664,neuroendocrine convertase 2-like
Un,NW_019211456.1,16325458,16343535,-,111247735,LOC111247735,-,XP_022654756.1,396,atrial natriuretic peptide-converting enzyme-like
Un,NW_019211456.1,16325458,16343535,-,111247735,LOC111247735,-,XP_022654757.1,396,atrial natriuretic peptide-converting enzyme-like
Un,NW_019211456.1,16407345,16410301,-,111246665,LOC111246665,-,XP_022652361.1,221,ras-related protein Rab-32-like
Un,NW_019211456.1,16407345,16410301,-,111246665,LOC111246665,-,XP_022652362.1,221,ras-related protein Rab-32-like
Un,NW_019211456.1,16407345,16410301,-,111246665,LOC111246665,-,XP_022652363.1,221,ras-related protein Rab-32-like
Un,NW_019211456.1,16407345,16410301,-,111246665,LOC111246665,-,XP_022652364.1,221,ras-related protein Rab-32-like
Un,NW_019211456.1,16407345,16410301,-,111246665,LOC111246665,-,XP_022652365.1,221,ras-related protein Rab-32-like
Un,NW_019211456.1,16407345,16410301,-,111246665,LOC111246665,-,XP_022652366.1,221,ras-related protein Rab-32-like
Un,NW_019211456.1,16407345,16410301,-,111246665,LOC111246665,-,XP_022652367.1,221,ras-related protein Rab-32-like
Un,NW_019211456.1,16457273,16458397,+,111246664,LOC111246664,-,XP_022652354.1,374,uncharacterized protein LOC111246664
Un,NW_019211456.1,16457273,16458397,+,111246664,LOC111246664,-,XP_022652355.1,374,uncharacterized protein LOC111246664
Un,NW_019211456.1,16457273,16458397,+,111246664,LOC111246664,-,XP_022652356.1,374,uncharacterized protein LOC111246664
Un,NW_019211456.1,16457273,16458397,+,111246664,LOC111246664,-,XP_022652357.1,374,uncharacterized protein LOC111246664
Un,NW_019211456.1,16457273,16458397,+,111246664,LOC111246664,-,XP_022652358.1,374,uncharacterized protein LOC111246664
Un,NW_019211456.1,16457273,16458397,+,111246664,LOC111246664,-,XP_022652360.1,374,uncharacterized protein LOC111246664
Un,NW_019211456.1,16462426,16467312,+,111246837,LOC111246837,-,XP_022652834.1,567,F-box/LRR-repeat protein 2-like isoform X1
Un,NW_019211456.1,16462426,16467312,+,111246837,LOC111246837,-,XP_022652835.1,567,F-box/LRR-repeat protein 2-like isoform X1
Un,NW_019211456.1,16462426,16467312,+,111246837,LOC111246837,-,XP_022652836.1,564,F-box/LRR-repeat protein 2-like isoform X2
Un,NW_019211456.1,16463628,16467312,+,111246837,LOC111246837,-,XP_022652837.1,525,F-box/LRR-repeat protein 2-like isoform X3
Un,NW_019211456.1,16469050,16472253,-,111246841,LOC111246841,-,XP_022652845.1,141,coiled-coil-helix-coiled-coil-helix domain-containing protein 2-like
Un,NW_019211456.1,16473631,16475837,+,111246838,LOC111246838,-,XP_022652838.1,263,"ribosome-recycling factor, mitochondrial-like"
Un,NW_019211456.1,16473631,16475837,+,111246838,LOC111246838,-,XP_022652839.1,263,"ribosome-recycling factor, mitochondrial-like"
Un,NW_019211456.1,16477951,16481079,+,111246839,LOC111246839,-,XP_022652840.1,209,NEDD8-conjugating enzyme Ubc12-like isoform X1
Un,NW_019211456.1,16477951,16481079,+,111246839,LOC111246839,-,XP_022652841.1,183,NEDD8-conjugating enzyme Ubc12-like isoform X2
Un,NW_019211456.1,16478517,16481079,+,111246839,LOC111246839,-,XP_022652842.1,175,NEDD8-conjugating enzyme Ubc12-like isoform X3
Un,NW_019211456.1,16478517,16481079,+,111246839,LOC111246839,-,XP_022652843.1,175,NEDD8-conjugating enzyme Ubc12-like isoform X3
Un,NW_019211456.1,16478517,16481079,+,111246839,LOC111246839,-,XP_022652844.1,175,NEDD8-conjugating enzyme Ubc12-like isoform X3
Un,NW_019211456.1,16518531,16533696,-,111247076,LOC111247076,-,XP_022653361.1,204,HRAS-like suppressor 3
Un,NW_019211456.1,16594558,16596117,-,111248135,LOC111248135,-,XP_022655672.1,444,DNA-directed primase/polymerase protein-like isoform X1
Un,NW_019211456.1,16594558,16596117,-,111248135,LOC111248135,-,XP_022655673.1,444,DNA-directed primase/polymerase protein-like isoform X1
Un,NW_019211456.1,16594558,16596117,-,111248135,LOC111248135,-,XP_022655674.1,444,DNA-directed primase/polymerase protein-like isoform X1
Un,NW_019211456.1,16594558,16596117,-,111248135,LOC111248135,-,XP_022655675.1,444,DNA-directed primase/polymerase protein-like isoform X1
Un,NW_019211456.1,16595049,16596117,-,111248135,LOC111248135,-,XP_022655676.1,163,DNA-directed primase/polymerase protein-like isoform X2
Un,NW_019211457.1,11974974,11978320,-,111249277,LOC111249277,-,XP_022658644.1,589,ADAM 17-like protease isoform X1
Un,NW_019211457.1,12010679,12016352,+,111249921,LOC111249921,-,XP_022660127.1,213,histidine triad nucleotide-binding protein 3-like
Un,NW_019211457.1,12020018,12056055,+,111250444,LOC111250444,-,XP_022661455.1,428,guanine nucleotide-binding protein alpha-12 subunit-like isoform X1
Un,NW_019211457.1,12020018,12053594,+,111250444,LOC111250444,-,XP_022661456.1,363,guanine nucleotide-binding protein alpha-12 subunit-like isoform X2
Un,NW_019211457.1,12020018,12052722,+,111250444,LOC111250444,-,XP_022661457.1,352,guanine nucleotide-binding protein subunit alpha-12-like isoform X3
Un,NW_019211457.1,12030101,12038651,+,111250443,LOC111250443,-,XP_022661451.1,704,protein SCAI-like isoform X1
Un,NW_019211457.1,12030101,12038651,+,111250443,LOC111250443,-,XP_022661452.1,699,protein SCAI-like isoform X2
Un,NW_019211457.1,12031781,12038651,+,111250443,LOC111250443,-,XP_022661453.1,564,protein SCAI-like isoform X3
Un,NW_019211457.1,12059461,12062096,-,111250445,LOC111250445,-,XP_022661458.1,245,6-phosphogluconolactonase-like
Un,NW_019211457.1,12059461,12062096,-,111250445,LOC111250445,-,XP_022661459.1,245,6-phosphogluconolactonase-like
Un,NW_019211457.1,12059461,12062096,-,111250445,LOC111250445,-,XP_022661460.1,245,6-phosphogluconolactonase-like
Un,NW_019211457.1,12059461,12062096,-,111250445,LOC111250445,-,XP_022661461.1,245,6-phosphogluconolactonase-like
Un,NW_019211457.1,12059461,12062096,-,111250445,LOC111250445,-,XP_022661462.1,245,6-phosphogluconolactonase-like
Un,NW_019211457.1,12059461,12062096,-,111250445,LOC111250445,-,XP_022661463.1,245,6-phosphogluconolactonase-like
Un,NW_019211457.1,12065407,12068106,-,111249177,LOC111249177,-,XP_022658448.1,185,FAD-linked sulfhydryl oxidase ALR-like isoform X2
Un,NW_019211457.1,12065407,12068106,-,111249177,LOC111249177,-,XP_022658446.1,192,FAD-linked sulfhydryl oxidase ALR-like isoform X1
Un,NW_019211457.1,12065407,12068106,-,111249177,LOC111249177,-,XP_022658447.1,192,FAD-linked sulfhydryl oxidase ALR-like isoform X1
Un,NW_019211457.1,12071166,12077220,+,111249289,LOC111249289,-,XP_022658668.1,808,uncharacterized protein LOC111249289 isoform X1
Un,NW_019211457.1,12071166,12077220,+,111249289,LOC111249289,-,XP_022658669.1,808,uncharacterized protein LOC111249289 isoform X1
